# BUSCO version is: 5.4.7 
# The lineage dataset is: bacteria_odb10 (Creation date: 2024-01-08, number of genomes: 4085, number of BUSCOs: 124)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
874197at2	Complete	NODE_3_length_581867_cov_105.838225	248787	249797	+	429.0	272	https://v10-1.orthodb.org/?query=874197at2	Holliday junction ATP-dependent DNA helicase RuvB
923547at2	Complete	NODE_2_length_641155_cov_110.380681	112617	113654	-	463.7	313	https://v10-1.orthodb.org/?query=923547at2	Phosphoribosylformylglycinamidine cyclo-ligase
932854at2	Complete	NODE_14_length_35058_cov_128.178237	31731	33020	-	694.5	417	https://v10-1.orthodb.org/?query=932854at2	Phosphoribosylamine--glycine ligase
932993at2	Complete	NODE_5_length_468533_cov_112.715830	274156	275445	-	97.3	244	https://v10-1.orthodb.org/?query=932993at2	Trigger factor
961486at2	Complete	NODE_8_length_246464_cov_120.163004	21697	22518	-	235.4	172	https://v10-1.orthodb.org/?query=961486at2	Ribosomal protein L2
981870at2	Complete	NODE_2_length_641155_cov_110.380681	250298	251383	+	330.3	273	https://v10-1.orthodb.org/?query=981870at2	Chorismate synthase
984717at2	Complete	NODE_2_length_641155_cov_110.380681	25541	26446	+	229.4	220	https://v10-1.orthodb.org/?query=984717at2	GTPase Era
1009041at2	Complete	NODE_4_length_549729_cov_118.244257	119608	120759	-	260.0	218	https://v10-1.orthodb.org/?query=1009041at2	Cell division protein FtsZ
1024388at2	Duplicated	NODE_1_length_766028_cov_118.752115	388521	389675	+	460.5	306	https://v10-1.orthodb.org/?query=1024388at2	S-adenosylmethionine synthetase
1024388at2	Duplicated	NODE_9_length_229951_cov_119.409305	39342	40493	+	407.7	306	https://v10-1.orthodb.org/?query=1024388at2	S-adenosylmethionine synthetase
1036075at2	Complete	NODE_3_length_581867_cov_105.838225	202447	204279	+	289.1	332	https://v10-1.orthodb.org/?query=1036075at2	GIY-YIG endonuclease
1043239at2	Complete	NODE_4_length_549729_cov_118.244257	30984	31709	-	142.5	154	https://v10-1.orthodb.org/?query=1043239at2	Uridylate kinase
1049662at2	Complete	NODE_14_length_35058_cov_128.178237	33032	34621	-	612.9	439	https://v10-1.orthodb.org/?query=1049662at2	Methylglyoxal synthase-like domain
1054741at2	Complete	NODE_6_length_419314_cov_114.387877	24057	25163	+	459.3	328	https://v10-1.orthodb.org/?query=1054741at2	tRNA-specific 2-thiouridylase
1069591at2	Complete	NODE_4_length_549729_cov_118.244257	509011	509961	-	160.2	178	https://v10-1.orthodb.org/?query=1069591at2	tRNA dimethylallyltransferase
1074831at2	Complete	NODE_1_length_766028_cov_118.752115	20741	22402	+	303.9	408	https://v10-1.orthodb.org/?query=1074831at2	DNA repair protein RecN
1080436at2	Complete	NODE_1_length_766028_cov_118.752115	105957	107018	-	393.4	261	https://v10-1.orthodb.org/?query=1080436at2	Protein RecA
1093223at2	Complete	NODE_4_length_549729_cov_118.244257	127661	128977	-	328.4	356	https://v10-1.orthodb.org/?query=1093223at2	Mur ligase, C-terminal
1132353at2	Complete	NODE_8_length_246464_cov_120.163004	20336	21037	-	213.6	160	https://v10-1.orthodb.org/?query=1132353at2	K Homology domain
1151822at2	Complete	NODE_4_length_549729_cov_118.244257	128980	130062	-	282.3	261	https://v10-1.orthodb.org/?query=1151822at2	Phospho-N-acetylmuramoyl-pentapeptide-transferase
1166299at2	Complete	NODE_1_length_766028_cov_118.752115	655893	656837	-	132.5	134	https://v10-1.orthodb.org/?query=1166299at2	tRNA pseudouridine synthase B
1211060at2	Complete	NODE_8_length_246464_cov_120.163004	12209	12829	-	216.4	178	https://v10-1.orthodb.org/?query=1211060at2	RNA-binding S4 domain
1257362at2	Complete	NODE_1_length_766028_cov_118.752115	561566	562579	-	252.1	234	https://v10-1.orthodb.org/?query=1257362at2	tRNA N6-adenosine threonylcarbamoyltransferase
1266295at2	Complete	NODE_12_length_129322_cov_124.547374	60860	61627	-	315.2	248	https://v10-1.orthodb.org/?query=1266295at2	Triosephosphate isomerase
1270636at2	Complete	NODE_8_length_246464_cov_120.163004	23451	24080	-	178.3	160	https://v10-1.orthodb.org/?query=1270636at2	Ribosomal protein L3
1272633at2	Complete	NODE_4_length_549729_cov_118.244257	135029	135970	-	146.9	161	https://v10-1.orthodb.org/?query=1272633at2	S-adenosyl-L-methionine-dependent methyltransferase
1346419at2	Complete	NODE_7_length_282505_cov_120.181537	133091	134311	+	334.7	295	https://v10-1.orthodb.org/?query=1346419at2	Flavoprotein
1395197at2	Complete	NODE_4_length_549729_cov_118.244257	25808	27160	-	135.3	159	https://v10-1.orthodb.org/?query=1395197at2	Peptidase M50
1398618at2	Complete	NODE_8_length_246464_cov_120.163004	16761	17294	-	143.3	133	https://v10-1.orthodb.org/?query=1398618at2	Ribosomal protein L6, alpha-beta domain
1419877at2	Complete	NODE_7_length_282505_cov_120.181537	106189	107208	-	269.6	259	https://v10-1.orthodb.org/?query=1419877at2	glycerol-3-phosphate dehydrogenase
1456375at2	Complete	NODE_8_length_246464_cov_120.163004	18053	18592	-	228.7	140	https://v10-1.orthodb.org/?query=1456375at2	Ribosomal protein L5
1470978at2	Complete	NODE_14_length_35058_cov_128.178237	8034	8531	+	87.1	114	https://v10-1.orthodb.org/?query=1470978at2	Ribosomal protein L10
1490892at2	Complete	NODE_1_length_766028_cov_118.752115	392962	393693	+	49.9	100	https://v10-1.orthodb.org/?query=1490892at2	16S rRNA (uracil(1498)-N(3))-methyltransferase
1491686at2	Complete	NODE_5_length_468533_cov_112.715830	232746	233390	-	141.1	129	https://v10-1.orthodb.org/?query=1491686at2	Adenylate kinase
1497415at2	Complete	NODE_1_length_766028_cov_118.752115	14428	14976	-	35.1	50	https://v10-1.orthodb.org/?query=1497415at2	Ribosome maturation factor RimM
1502854at2	Complete	NODE_7_length_282505_cov_120.181537	159755	160378	+	281.2	186	https://v10-1.orthodb.org/?query=1502854at2	Guanylate kinase
1504821at2	Complete	NODE_4_length_549729_cov_118.244257	204631	205572	-	202.5	230	https://v10-1.orthodb.org/?query=1504821at2	Riboflavin kinase
1505038at2	Complete	NODE_8_length_246464_cov_120.163004	15880	16383	-	228.8	148	https://v10-1.orthodb.org/?query=1505038at2	Ribosomal protein S5
1540940at2	Complete	NODE_8_length_246464_cov_120.163004	44792	45262	-	198.4	133	https://v10-1.orthodb.org/?query=1540940at2	Ribosomal protein S7 domain
1567535at2	Complete	NODE_8_length_246464_cov_120.163004	13920	15251	-	360.2	305	https://v10-1.orthodb.org/?query=1567535at2	Protein translocase subunit SecY
1572673at2	Complete	NODE_8_length_246464_cov_120.163004	22835	23440	-	122.4	99	https://v10-1.orthodb.org/?query=1572673at2	50S ribosomal protein L4
1574817at2	Complete	NODE_5_length_468533_cov_112.715830	294905	295324	-	137.8	143	https://v10-1.orthodb.org/?query=1574817at2	Transcription antitermination protein NusB
1590629at2	Complete	NODE_7_length_282505_cov_120.181537	263715	264338	-	68.8	85	https://v10-1.orthodb.org/?query=1590629at2	rRNA small subunit methyltransferase G
1592033at2	Complete	NODE_4_length_549729_cov_118.244257	507261	508541	-	501.9	372	https://v10-1.orthodb.org/?query=1592033at2	GTPase HflX
1595498at2	Complete	NODE_1_length_766028_cov_118.752115	661614	662066	-	53.3	45	https://v10-1.orthodb.org/?query=1595498at2	Ribosome maturation factor RimP
1623045at2	Complete	NODE_4_length_549729_cov_118.244257	32842	33567	-	272.1	186	https://v10-1.orthodb.org/?query=1623045at2	Ribosomal protein S2
1661836at2	Complete	NODE_5_length_468533_cov_112.715830	235555	236160	-	161.7	149	https://v10-1.orthodb.org/?query=1661836at2	Recombination protein RecR
1666043at2	Complete	NODE_8_length_246464_cov_120.163004	21055	21387	-	117.9	85	https://v10-1.orthodb.org/?query=1666043at2	Ribosomal protein L22/L17
1671455at2	Complete	NODE_14_length_35058_cov_128.178237	7038	7742	+	213.6	165	https://v10-1.orthodb.org/?query=1671455at2	Ribosomal protein L1
1674344at2	Complete	NODE_4_length_549729_cov_118.244257	30277	30834	-	162.0	135	https://v10-1.orthodb.org/?query=1674344at2	Ribosome recycling factor
1676462at2	Complete	NODE_11_length_147341_cov_117.602945	76282	76866	+	125.1	113	https://v10-1.orthodb.org/?query=1676462at2	Peptidyl-tRNA hydrolase
1692188at2	Complete	NODE_8_length_246464_cov_120.163004	17307	17699	-	233.6	130	https://v10-1.orthodb.org/?query=1692188at2	Ribosomal protein S8
1698718at2	Duplicated	NODE_93_length_719_cov_0.837838	103	453	+	125.0	88	https://v10-1.orthodb.org/?query=1698718at2	Ribosomal protein L19
1698718at2	Duplicated	NODE_1_length_766028_cov_118.752115	13241	13588	-	121.5	89	https://v10-1.orthodb.org/?query=1698718at2	Ribosomal protein L19
1701531at2	Complete	NODE_7_length_282505_cov_120.181537	258060	258923	-	171.7	143	https://v10-1.orthodb.org/?query=1701531at2	ATP synthase, F1 complex, gamma subunit
1702697at2	Complete	NODE_14_length_35058_cov_128.178237	6606	7034	+	128.8	104	https://v10-1.orthodb.org/?query=1702697at2	Ribosomal protein L11, C-terminal
1707228at2	Complete	NODE_8_length_246464_cov_120.163004	45359	45733	-	174.5	100	https://v10-1.orthodb.org/?query=1707228at2	Ribosomal protein S12, bacterial-type
1713391at2	Complete	NODE_8_length_246464_cov_120.163004	12863	13252	-	155.4	96	https://v10-1.orthodb.org/?query=1713391at2	Ribosomal protein S11
1720952at2	Complete	NODE_1_length_766028_cov_118.752115	23842	24324	+	200.3	141	https://v10-1.orthodb.org/?query=1720952at2	SsrA-binding protein
1758685at2	Complete	NODE_2_length_641155_cov_110.380681	26458	27186	+	74.6	117	https://v10-1.orthodb.org/?query=1758685at2	DNA repair protein RecO
1760144at2	Complete	NODE_3_length_581867_cov_105.838225	384785	385219	+	101.8	102	https://v10-1.orthodb.org/?query=1760144at2	Translation initiation factor 3, C-terminal
1766414at2	Complete	NODE_1_length_766028_cov_118.752115	711718	712110	-	114.8	98	https://v10-1.orthodb.org/?query=1766414at2	Ribosomal protein S9
1772647at2	Complete	NODE_8_length_246464_cov_120.163004	13269	13625	-	145.6	95	https://v10-1.orthodb.org/?query=1772647at2	Ribosomal protein S13
1776954at2	Complete	NODE_4_length_549729_cov_118.244257	483789	484184	-	65.6	69	https://v10-1.orthodb.org/?query=1776954at2	Ribosomal protein S6
1786618at2	Complete	NODE_8_length_246464_cov_120.163004	19913	20323	-	156.8	101	https://v10-1.orthodb.org/?query=1786618at2	Ribosomal protein L16
1799923at2	Complete	NODE_8_length_246464_cov_120.163004	18932	19303	-	138.1	103	https://v10-1.orthodb.org/?query=1799923at2	Ribosomal protein L14P
1822215at2	Complete	NODE_1_length_766028_cov_118.752115	712126	712554	-	163.5	112	https://v10-1.orthodb.org/?query=1822215at2	Ribosomal protein L13
1822695at2	Complete	NODE_14_length_35058_cov_128.178237	8598	8963	+	92.9	91	https://v10-1.orthodb.org/?query=1822695at2	Ribosomal protein L7/L12
1827295at2	Complete	NODE_4_length_549729_cov_118.244257	513167	513628	-	84.0	66	https://v10-1.orthodb.org/?query=1827295at2	tRNA threonylcarbamoyl adenosine modification protein TsaE
1827334at2	Complete	NODE_1122_length_404_cov_1.790614	2	403	+	88.3	103	https://v10-1.orthodb.org/?query=1827334at2	methyltransferase
1830156at2	Complete	NODE_5_length_468533_cov_112.715830	77570	78037	+	77.2	75	https://v10-1.orthodb.org/?query=1830156at2	Endoribonuclease YbeY
1838961at2	Complete	NODE_8_length_246464_cov_120.163004	10770	11153	-	106.4	85	https://v10-1.orthodb.org/?query=1838961at2	Ribosomal protein L17
1842956at2	Complete	NODE_14_length_35058_cov_128.178237	1241	2206	+	46.2	88	https://v10-1.orthodb.org/?query=1842956at2	Biotin--acetyl-CoA-carboxylase ligase
1844275at2	Complete	NODE_4_length_549729_cov_118.244257	429561	430496	+	153.2	178	https://v10-1.orthodb.org/?query=1844275at2	Aspartate carbamoyltransferase
1846503at2	Complete	NODE_7_length_282505_cov_120.181537	130185	130664	+	128.6	107	https://v10-1.orthodb.org/?query=1846503at2	pantetheine-phosphate adenylyltransferase
1874945at2	Complete	NODE_8_length_246464_cov_120.163004	15259	15693	-	78.6	72	https://v10-1.orthodb.org/?query=1874945at2	Ribosomal protein L15
1890943at2	Complete	NODE_2_length_641155_cov_110.380681	24864	25544	+	79.7	105	https://v10-1.orthodb.org/?query=1890943at2	ribonuclease III
1893906at2	Complete	NODE_8_length_246464_cov_120.163004	21402	21680	-	135.0	71	https://v10-1.orthodb.org/?query=1893906at2	Ribosomal protein S19, bacterial-type
1904463at2	Complete	NODE_1_length_766028_cov_118.752115	676772	677029	-	125.2	68	https://v10-1.orthodb.org/?query=1904463at2	Ribosomal protein L27
1906715at2	Complete	NODE_1_length_766028_cov_118.752115	19061	19654	-	50.4	73	https://v10-1.orthodb.org/?query=1906715at2	Protein GrpE
1932144at2	Complete	NODE_3_length_581867_cov_105.838225	385566	385922	+	125.6	92	https://v10-1.orthodb.org/?query=1932144at2	Ribosomal protein L20
1937072at2	Complete	NODE_1_length_766028_cov_118.752115	14995	15243	-	105.1	68	https://v10-1.orthodb.org/?query=1937072at2	Ribosomal protein S16
1937493at2	Complete	NODE_7_length_282505_cov_120.181537	260528	261061	-	136.5	157	https://v10-1.orthodb.org/?query=1937493at2	ATP synthase subunit delta
1940575at2	Complete	NODE_4_length_549729_cov_118.244257	483236	483463	-	87.5	47	https://v10-1.orthodb.org/?query=1940575at2	Ribosomal protein S18
1949059at2	Complete	NODE_1_length_766028_cov_118.752115	677050	677361	-	129.0	99	https://v10-1.orthodb.org/?query=1949059at2	Ribosomal protein L21
1959318at2	Complete	NODE_4_length_549729_cov_118.244257	482745	483194	-	85.5	81	https://v10-1.orthodb.org/?query=1959318at2	Ribosomal protein L9
1963491at2	Complete	NODE_8_length_246464_cov_120.163004	16398	16751	-	134.6	102	https://v10-1.orthodb.org/?query=1963491at2	Ribosomal protein L18
1971380at2	Complete	NODE_1_length_766028_cov_118.752115	656837	657238	-	137.3	123	https://v10-1.orthodb.org/?query=1971380at2	Ribosome-binding factor A
1978865at2	Complete	NODE_8_length_246464_cov_120.163004	22536	22838	-	113.4	92	https://v10-1.orthodb.org/?query=1978865at2	Ribosomal protein L25/L23
1990141at2	Complete	NODE_1_length_766028_cov_118.752115	655475	655744	-	109.2	65	https://v10-1.orthodb.org/?query=1990141at2	Ribosomal protein S15
1990650at2	Complete	NODE_5_length_468533_cov_112.715830	93808	94125	+	90.6	80	https://v10-1.orthodb.org/?query=1990650at2	Ribosomal silencing factor RsfS
2005443at2	Complete	NODE_4_length_549729_cov_118.244257	205901	206164	+	77.1	80	https://v10-1.orthodb.org/?query=2005443at2	Ribosomal protein S20
2012682at2	Complete	NODE_8_length_246464_cov_120.163004	24113	24424	-	137.4	86	https://v10-1.orthodb.org/?query=2012682at2	Ribosomal protein S10
2035880at2	Complete	NODE_8_length_246464_cov_120.163004	19468	19722	-	93.0	56	https://v10-1.orthodb.org/?query=2035880at2	Ribosomal protein S17/S11
2040741at2	Complete	NODE_8_length_246464_cov_120.163004	18607	18921	-	61.2	52	https://v10-1.orthodb.org/?query=2040741at2	Ribosomal protein L24
2046660at2	Complete	NODE_3_length_581867_cov_105.838225	385316	385513	+	34.3	33	https://v10-1.orthodb.org/?query=2046660at2	Ribosomal protein L35
2063644at2	Complete	NODE_8_length_246464_cov_120.163004	19722	19913	-	51.3	38	https://v10-1.orthodb.org/?query=2063644at2	Ribosomal protein L29/L35
2066663at2	Complete	NODE_6_length_419314_cov_114.387877	267112	267330	+	93.6	56	https://v10-1.orthodb.org/?query=2066663at2	Translation initiation factor IF-1
2075502at2	Complete	NODE_1_length_766028_cov_118.752115	395328	395744	+	44.5	67	https://v10-1.orthodb.org/?query=2075502at2	YqgF/RNase H-like domain
